name,phone,website,category,address
"Misra Furniture","","","furniture"," ,  "
"Pragathi Fashions","","","clothes"," ,  "
"Black and White Fashions","","","clothes"," ,  "
"AIWA Fashion","","","clothes"," ,  "
"Sri Vinayaka Nursing Home","","","clinic"," ,  560038"
"House of Commons Rest-o-bar","+918045128604","","bar"," ,  "
"Sanctum Pub","","","bar"," , Bengaluru "
"Kuberan silks","","","clothes"," Mamulpet Road,  "
"Pradeep fashion","","","clothes"," ,  "
"Pradeep Fabrics","","","clothes"," Mamulpet Road,  "
"Santhosh Bar & Restaurant","","","restaurant"," ,  "
"Hotel Nalapaka","","","restaurant"," ,  "
"Dr. Shetty's Cosmetic Centre","","","clinic"," ,  "
"Al Ambur Dum Biryani","","","fast_food"," ,  "
"Gopal's Pure Veg and Sweets","","","fast_food"," ,  "
"Ideal Decor","","","furniture"," ,  "
"Malgudi's Donne Biryani","","","fast_food"," ,  "
"Kumari Builders and Developers","+917676088888","https://kumaribuilders.com/","estate_agent","1197 22nd Cross Road, 24th Main, Bangalore 560102"
"Sri Nandi Silk House","","","clothes"," ,  "
"Studio Young Designs","","","furniture"," ,  "
"Samyakk","","https://www.samyakk.com/","clothes"," ,  "
"Nalli Next","","https://www.nalli.com/","clothes"," ,  "
"Ligne Roset","","","furniture"," ,  "
"Roop Kala Silk House","","","clothes"," ,  "
"Brindavan Cake and Bakery","","","bakery"," ,  "
"New Karavali Bar & Restaurant","","","restaurant"," ,  "
"Pranam Dental and Medical Speciality Clinic","","","clinic"," ,  "
"Sree Ganesh Fruit Juice Center","","","fast_food"," ,  "
"Ramraj Cotton","","","clothes"," ,  "
"Ambuja Healthcare","","","clinic"," ,  "
"Taj Kabab Corner","","","fast_food"," ,  "
"Eye Care Clinic","","","clinic"," ,  "
"Ramraj","","","clothes"," ,  "
"V. S. Achar Multispeciality Hospital","","","hospital"," ,  560027"
"iStar Cyber Cafe","","","internet_cafe"," ,  "
"Nirman Shelter Pvt., Limited","","","estate_agent"," ,  "
"Sri Thirumala Cafe","","","fast_food"," ,  "
"Patanjali Mega Store","","","convenience"," ,  "
"Nature Cure Hospital","+91 80 2663 1945;+91 80 2244 6035","https://www.jayanagarnaturecure.in/","hospital","1537/1 9th Main Road, Bangalore 560011"
"Anand Bhavan Sweets","","","bakery"," ,  "
"Mano Provision Store","","","convenience"," ,  "
"Cotton Blossom","","","clothes"," ,  "
"Asha Sweets and Snacks","","","fast_food"," ,  "
"Ample Mart","","","supermarket"," ,  "
"Krishna Bakery","","","bakery"," ,  "
"DNI Digital Homes","","","electronics"," ,  "
"Mandarthi Veg","","","restaurant"," ,  "
"Planet Fashion","","","clothes"," ,  "
"Vakulaa Veg Restaurant","","","restaurant"," ,  "
"Srushti Boutique","","","clothes"," ,  "
"Al Dubai Family Restaurant","","","restaurant"," ,  "
"4 Seasons Multi Cuisine Restaurant","","","restaurant"," ,  "
"Vijayalakshmi Veg","","","restaurant"," ,  "
"City Health Care","","","clinic"," ,  "
"Ayurvedic Pharmacy","","","pharmacy","65 ,  "
"Via Milano","+918041309997","","cafe","8, near Sapphire toy store ,  "
"ಬಾಲಾಜಿ ಮೆಡಿಕಲ್ಸ್","","","pharmacy"," ,  "
"Planet Care","","","electronics"," ,  "
"Malik Deenar","","","restaurant"," ,  "
"Ramdev Fashions","","","clothes"," ,  "
"Apna Computer and Books Shop","","","books"," ,  "
"Shilpa nursing home","","","clinic"," ,  "
"Shantala Silks and Sarees","","","clothes"," ,  "
"Hotel Shreesagar","","","restaurant"," ,  "
"Hyderabad Biryani","","","restaurant"," ,  "
"Emergency Block , NIMHANS","","","hospital"," ,  "
"Hebbal Indira Canteen","","","fast_food"," ,  "
"Nagarjuna Andhra Style","","","restaurant"," ,  "
"Jimi's Beer Cafe","","","pub"," ,  "
"Big Mishra Pedha","","","fast_food"," ,  "
"Sri Ranga Silks","","","clothes"," ,  "
"Santhrupthi Hotel","","","fast_food"," ,  "
"Usha Vikranth Diagnostic Center and Hospital","","","hospital"," ,  "
"Baker's Craft","","","bakery"," ,  "
"Sri Lakshmi Vaibav Hotel","","","restaurant"," ,  "
"Mini Wok Restaurant","","","fast_food"," ,  "
"Hyderabad Biryaani House","","","restaurant"," ,  "
"Angrez","","","clothes"," ,  "
"Oral Care","","","dentist"," ,  "
"Unlimited","","","clothes"," ,  "
"Mazeedar Chicken Taste","","","fast_food"," ,  "
"Sri Devi Grand Veg","","","restaurant"," ,  "
"Foodmax","","","supermarket"," ,  "
"Fashion Factory","","","clothes"," ,  "
"SM Silks","","","clothes"," ,  "
"Nethradhama Superspeciality Eye Hospital","","https://www.nethradhama.org/","hospital"," ,  560038"
"Nukkad Point","9653057371","","fast_food"," ,  "
"Real Mart","","","supermarket"," ,  "
"Thriveni Home needs","","","supermarket"," ,  "
"A to Z Supermarket","","","supermarket"," ,  "
"S Pandu","","","doctors"," ,  "
"Bengaluru Coffee House","","","restaurant"," ,  "
"Shekhar Clinic","","","clinic"," ,  "
"Davanagere Bajji Centre","","","restaurant"," ,  "
"Sameepa Iyengar's Bakery","","","bakery"," ,  "
"Charan Stores","","","convenience"," ,  "
"Amrutha Bakery","","","bakery"," ,  "
"Zoyo Wholesale Center","","","clothes"," ,  "
"Classic Smiles","","","dentist"," ,  "
"Aahar Utsav","","","restaurant"," ,  "
"KBS Family Mart","","","supermarket"," ,  "
"Havyaka Mess","","","restaurant"," ,  "
"Oven Fresh","","","bakery"," ,  "
"Cake Bites","","","bakery"," ,  "
"coffee bite","","","cafe"," ,  "
"Fracture and Ortho Clinic","","","clinic"," ,  "
"Ganesh Dental Care","","","dentist"," ,  "
"Mument Fashion Zone","","","clothes"," ,  "
"Dr. Natesh E.N.T and Surgical Care Centre","","","clinic"," ,  560050"
"Seetha Medicals","","","pharmacy"," ,  "
"Pushkal Multi-Specialty Dental Care","","","dentist"," ,  "
"Prince Selections","","","clothes"," ,  "
"Bunt's Biriyani Palace","","","restaurant"," ,  "
"Chiranjeevi Clinic","","","doctors"," ,  "
"K.M. Fashions","","","clothes"," ,  "
"Padmashree Clinic","","","doctors"," ,  "
"Jaganni Medicals and General Stores","","","pharmacy"," ,  "
"Basava Natural Healing Center","","","clinic"," ,  "
"Sri Sharada Enterprises","","","convenience"," ,  "
"Pushpa Fancy and Bangle Stores","","","convenience"," ,  "
"Maruthi Textile Showroom","","","clothes"," ,  "
"Meenakshi Textiles","","","clothes"," ,  "
"Kasthuri Garments","","","clothes"," ,  "
"Meenatshi","","","convenience"," ,  "
"Sri Mahalakshmi Ghee Center","","","convenience"," ,  "
"Praveen Kumar Textiles","","","clothes"," ,  "
"Suraksha Medicals","","","pharmacy"," ,  "
"Dhanalakshmi Departmental Stores","","","supermarket"," ,  "
"J.K. Traders","","","supermarket"," ,  "
"L.J. Iyengar's Bakery","","","bakery"," ,  "
"Namratha Dental Clinic","","","dentist"," ,  "
"Millenium Bar and Restaurant","","","bar"," ,  "
"Virile Men's Health Clinic","","","clinic"," ,  "
"Rose Art","","","clothes"," ,  "
"Manoor Maiya's South Kitchen","","","restaurant"," ,  "
"Venkateswara Chats","","","restaurant"," ,  "
"Brahmin Cafe","","","restaurant"," ,  "
"Adarsh Medical Center","","","pharmacy"," ,  "
"Ganesh Traders","","","convenience"," ,  "
"Dakshin Kitchen","","","restaurant"," ,  "
"Chinese Kitchen","","","restaurant"," ,  "
"Srinivasa Clinic","","","doctors"," ,  "
"Children's Clinic","","","doctors"," ,  "
"Dev Sagar","","","fast_food"," ,  "
"Chinese Corner","","","fast_food"," ,  "
"Sandwich Hut","","","fast_food"," ,  "
"Sai Fast Food","","","fast_food"," ,  "
"Gurudeva Eating House","","","fast_food"," ,  "
"Swami Bajji Center","","","fast_food"," ,  "
"Arya Vysya Chats","","","fast_food"," ,  "
"Vasavi Mane Thindi","","","fast_food"," ,  "
"Vasavi Dose Camp","","","fast_food"," ,  "
"The Chat Shop","","","fast_food"," ,  "
"Sapthagiri Industries","","","convenience"," ,  "
"Sangameshwara Gulkand & Chats Center","","","fast_food"," ,  "
"Anuradha Snacks","","","fast_food"," ,  "
"Destination Dentale","","","dentist"," ,  "
"Ramu Tiffin Center","","","restaurant"," ,  "
"By2Coffee","","","fast_food"," ,  "
"Bangarpet Chat Express","","","fast_food"," ,  "
"Annapoorneshwari Hithukida Avare Kendra","","","fast_food"," ,  "
"Vasavi Vaisista Thindi","","","fast_food"," ,  "
"Sri Rajalakshmi Bakery and Sweets","","","bakery"," ,  "
"All Care Dental Centre","","","dentist"," ,  "
"Sri Krishna Darshini","","","restaurant"," ,  "
"Nagashri Medicals","","","pharmacy"," ,  "
"Laxmi Home Needs","","","convenience"," ,  "
"Vardhaman Fashions","","","clothes"," ,  "
"V Fashion","","","clothes"," ,  "
"Aravind Book Store","","","books"," ,  "
"Maruthi clinic","","","clinic"," ,  "
"Greenland Bakery","","","convenience"," ,  "
"Oral Health","","","dentist"," ,  "
"Ambika Stores","","","convenience"," ,  "
"Kottakkal Aruna Vaidya Sala","","","pharmacy"," ,  "
"Vijayanagar Vaibhav","","","restaurant"," ,  "
"Invitation Restaurant and Bar","","","bar"," ,  "
"Chin Chin","","","restaurant"," ,  "
"Safa Supermarket","","","supermarket"," ,  "
"Karthik Chicken Center","","","fast_food"," ,  "
"Khushi Iyengars Cake Palace","","","bakery"," ,  "
"Mama’s","","","restaurant"," ,  "
"Shell Select","","","convenience"," ,  "
"Chai Point, Juice Corner","","","cafe"," ,  "
"Brahmin's cafe","","","restaurant"," ,  "
"Bahn Mi & Wok","","","restaurant","295,296 100 Feet Road,  "
"Devi Upahar","","","restaurant"," ,  "
"3 Page","","","restaurant"," ,  "
"Karnataka Furniture","","","furniture"," ,  "
"Spar","","https://www.sparindia.com/","supermarket"," Bannerghatta Road, Bengaluru 560076"
"PAI Furniture","","","furniture"," ,  "
"Fattoush","","","restaurant"," ,  "
"New Udupi Upahar","","","restaurant"," ,  "
"Knopcha","","","fast_food"," ,  "
"Thalassery restaurant","","","restaurant"," ,  "
"rara avis","","","restaurant"," ,  "
"WOW momo","","","fast_food"," ,  "
"Kinara","","","fast_food"," ,  "
"Sizzling Tandoor","","","fast_food"," ,  "
"Aaha Andhra","","","fast_food"," ,  "
"Pathankot","","","fast_food"," ,  "
"Slug","","","pub"," ,  "
"Telerad RXDX Kadugodi","","","hospital"," ,  "
"Families Supermarket","","","supermarket"," ,  560024"
"Udupi Utsav","","","fast_food"," ,  "
"Maruthi Bookstore","","","books"," ,  "
"Brahmins Thatte Idli","","","fast_food"," ,  "
"Hotel Sanman","","","restaurant","212 212, SC Road, Nehru Nagar, Sheshadripuram, Bengaluru, Karnataka 560020, Bengaluru, 560020"
"RR Coffee House","","","fast_food"," ,  "
"Stone House Cafe","","","cafe"," ,  "
"South Canara Coffeehouse","","","cafe","34/35 Kilari Road,  "
"Ward 113 PHC","","","clinic"," ,  "
"Naaris","","","clothes"," ,  "
"Truffles","","","restaurant"," 5th Main Road,  560043"
"Bhagya Veg Hotel","","","restaurant"," ,  560068"
"Green Father, Vegitable Shop","","","supermarket"," ,  "
"Mahadev Medical and General Store","","","pharmacy"," ,  "
"Utensils and Private Cylender Shop","","","convenience"," ,  "
"Max Shoppee","","","supermarket"," ,  "
"Momo Center","","","fast_food"," ,  "
"Gopal Dhaba","","","restaurant"," ,  "
"Anil Bakery & Sweets","","","bakery"," ,  "
"Hebbal Medical Center","8105999980","","clinic"," ,  "
"D care speciality dental clinic","","","dentist"," ,  560092"
"Physiotherapy clinic","9731273126","","clinic"," ,  "
"Sri Annapoorneshwari Bakery","","","bakery"," ,  "
"Sandeep medicals","","","pharmacy"," ,  "
"Chings","","","fast_food"," ,  "
"We care clinic","","","clinic"," ,  "
"Fashion wear","","","clothes"," ,  "
"Rithu saree collection","","","clothes"," ,  "
"Sri sai hot chips","","","fast_food"," ,  "
"Anu Sri","","","fast_food"," ,  "
"Krishna Clinic","","","clinic"," ,  "
"Ayushmitra clinic","","","clinic"," ,  "
"Sham's Child and Adult Care","","","clinic"," ,  "
"Ruchi curry point","","","fast_food"," ,  "
"Care Health","","","hospital"," ,  560024"
"Maa Binduvasini Chats corner","","","fast_food"," ,  "
"Anmol garments","","","clothes"," ,  "
"Shree Lakshmi gifts and fancy store","","","convenience"," ,  "
"Dolly creations","","","clothes"," ,  "
"Rangalakshmi Netralaya","","","clinic"," ,  "
"Sri Vinayaka Diagnostic Laboratory","","","clinic"," ,  "
"Safal Daily Fresh","","","supermarket"," ,  "
"Fast food joint","","","fast_food"," ,  "
"Cafe Felix","","","cafe"," ,  "
"Bangarpet chats","","","fast_food"," ,  "
"Shri Mahastri Refreshments","","","restaurant"," ,  "
"Anaga dental clinic","","","dentist"," ,  "
"Jus Trufs","+91 9844016984","https://www.justrufs.com/","cafe","9 Jakkur Road, Bangalore 560064"
"Amruth Clinic","","","clinic"," ,  "
"Hotel Guru Nanak","","","restaurant"," ,  "
"Athleet","","","sports"," ,  "
"Dr Bhanus Skin Clinic","","","clinic"," ,  "
"Zenith Dental","","","dentist"," ,  "
"Sri sai sankara pharm","","","pharmacy"," ,  "
"Slv Iyengar bakery","","","bakery"," ,  "
"Dento world","","","dentist"," ,  "
"Klassy Namkeen Mart","","","fast_food"," ,  "
"Blue mas butterfly","","","clothes"," ,  "
"Appam's","","","bakery"," ,  "
"Walls and Acres","8880555588","https://www.wallsandacres.com/","estate_agent","35/1B Varthur Road,  560037"
"Litti House","+9190355 31777","","restaurant"," I T P L Main Road, Bengaluru 560066"
"Ramdev Medical","","","pharmacy"," ,  "
"Madhurima Bakery","","","bakery"," ,  "
"Sai Ram Medicals","","","pharmacy"," ,  "
"Chai Point","","https://chaipoint.com/","cafe"," , Bangalore 560037"
"Nikki Bakery","","","bakery"," ,  "
"New Udipi Park","","","restaurant"," ,  "
"Mathaji Electricals","","","electronics"," ,  "
"Green Leaf Kerela Hotel","","","restaurant"," 20 Cross,  560037"
"Sri Raghavendra Hotel","","","fast_food"," ,  "
"Bengali Food Court","","","fast_food"," ,  "
"Amar Medicals","","","pharmacy"," ,  "
"Reliance Trends","","","clothes"," Dr. Vishnuvardhan Road, Bengaluru 560061"
"Patanjali Store","","","supermarket"," , Bengaluru 560061"
"Happy Pockets Supermarket","","","supermarket"," , Bengaluru 560061"
"Just Shawarma","","","fast_food"," ,  "
"McDonald's","","","fast_food","0 Ground floor Lido mall, Bangalore 560008"
"Sri Banashankari Medicals","","","pharmacy"," ,  "
"Jockey","+918043006571","https://www.jockeyindia.com","clothes","27 Modi Hospital Main Road, Bangalore 560086"
"Aramane Donne Biriyani","","","restaurant"," ,  "
"Jockey","+918043026668","https://www.jockeyindia.com","clothes"," 2nd Main Road, Bangalore 560043"
"Oregano","","","restaurant"," ,  "
"Srinidhi Bakery","","","bakery"," Garden School Road, Bengaluru 560061"
"Srinidhi Fast Food","","","fast_food"," Garden School Road, Bengaluru 560061"
"Vinayaka Clinic","","","clinic","15/1 Garden School Road, Bengaluru 560061"
"Saraswati Supermarket","","","supermarket"," Garden School Road, Bengaluru 560061"
"Guru Raghavendra Bakery","","","bakery"," Dr. Vishnuvardhan Road, Bengaluru 560061"
"Sri Venkateshwara Utsav","","","fast_food"," ,  "
"Manasa Enterprises","","","clothes"," ,  "
"Sri Lakshmi Venkateshwara Promoters & Developers","","","estate_agent"," ,  "
"Shri Kaushika Dental Clinic","","","clinic"," ,  "
"V. G. Provision Store","","","convenience"," ,  "
"Himalaya Provision Store","","","convenience"," ,  "
"LJB Bakery","","","bakery"," ,  "
"Samsung - Seema Enterprises","","","electronics"," ,  "
"Sri Sai Fashion","","","clothes"," ,  "
"Magi Orthodontic Dental Care Centre","","","dentist"," ,  "
"Deepashri Clinical Laboratory","","","clinic"," ,  "
"N Rich Fashions","","","clothes"," ,  "
"One Touch","","","electronics"," ,  "
"Sudha Book House","","","books"," ,  "
"Sri Sai Cake Palace","","","bakery"," ,  "
"S. K. Fashions","","","clothes"," ,  "
"Sree Prabhu Medical Centre","","","pharmacy"," ,  "
"Guru Raghavendra Clinic","","","clinic"," Garden School Road, Bengaluru 560061"
"Guru Raghavendra Medical Store","","","pharmacy"," Garden School Road, Bengaluru 560061"
"Manjunatha Bakery","","","bakery"," Garden School Road, Bengaluru 560061"
"Sridhar Medicals","","","pharmacy","26/26 Subramanyapura Main Road, Bendre Nagar, Bengaluru 560070"
"Mane Thindi","","","fast_food"," Outer Ring Road, Bengaluru 560085"
"Flechazo","","","restaurant"," ,  "
"Cafe Thulp","","","cafe"," , Bengaluru "
"Kingdom Garments","","","clothes"," ,  "
"Baby Doll Fashions","","","clothes"," ,  "
"Shoppee Paradise","","","clothes","1 Bazaar Street,  "
"Kotakkal Arya Vaidyasala","","","pharmacy"," ,  "
"Magic Pack Resturant","","","restaurant"," ,  "
"SR Furniture, Home Decors & interior","","","furniture","#155/B Manipal County Road, Singasandra 560068"
"Cane Corner","","","cafe"," Manipal County Road, Bangalore "
"Priyam Furniture Store","","","furniture"," ,  "
"The Skin and Cosmetic Clinic","","","clinic"," ,  "
"Breadworks","","","restaurant"," ,  "
"Blyton's Bar","","","pub"," ,  "
"Udupi Garden","","","restaurant"," ,  "
"Sip 'N' Crunch","","","fast_food"," ,  "
"Nuts Corner","","","supermarket"," Panathur Main Road,  560103"
"Truffles","","","restaurant"," ,  "
"Galaxy Interiors","","","furniture"," ,  "
"Sri Shankara Cancer Hospital And Research Centre (A Service Unit Of Sscf)","080-26981000","http://shankaracancerfoundation.org/","hospital"," ,  560004"
"Dr G S Palaksha Psychatrist","","","doctors"," ,  "
"Illam Resturant","","","restaurant","Opp. Royal Height Apartment Manipal County Road, Singasandra 560068"
"Ayush Fresh Patanjali","6361018187, 6361011535","","supermarket","DLF New Town, Nyanappanahalli, Begur Hobli, Bangalore 560076"
"Sudha Provisions","","","convenience"," ,  "
"MM Clinic","","","clinic"," ,  "
"Magic oven","","","bakery"," ,  "
"Pooja Electronics","","","electronics"," ,  "
"Sri Bharani Mixtures","","","bakery"," ,  "
"Mary's Cafe","","","fast_food"," ,  "
"Burma Burma Restaurant & Tea Room","+918043008120","","restaurant","607 12th Main Road, 7th Cross,  "
"Vasan Eye Care","","","clinic"," ,  "
"Bakasur","","","restaurant","23 , Bangalore 560095"
"Bak Bak Bar","","","bar"," 100 Feet Inner Ring Road, Bangalore 560034"
"Vandana","","","restaurant","No - 254 Sarjapur - Marathahalli Rd, near WIPRO Corporate Office, Doddakannelli, Bangalore 560035"
"Louise Philip","080 88933969","https://fabindia.com","clothes"," ,  "
"Navdeep Electronics","08041225559","","electronics","68/1 Sadar Patrappa Road,  560002"
"Chai World","","","cafe"," ,  "
"Zudio","","","clothes"," ,  "
"Pingara","","","restaurant"," ,  "
"Sadaran Bakers/Anushree Bakery/Sai Bake Palace","","","bakery"," Near Bethesda School, Kengeri Satellite Town 560060"
"Ivory Dental","","","dentist"," ,  "
"Chatpatlal Sweets and Snacks","08043020071","","restaurant"," ,  "
"Axiss Dental","","","dentist"," ,  "
"Maa Sheshasayi Multi Speciality Dental Clinic","","","dentist"," ,  "
"Sri Vishnu Grand","","","restaurant"," Panathur Main Road,  560103"
